,Temp-int,Press-int,Humid-int,Temp-ext,Press-ext,Humid-ext,TGS20,TGS02,SGP,SpA410,SpB435,SpC460,SpD485,SpE510,SpF535,SpG560,SpH585,SpR610,SpI645,SpS680,SpJ705,SpT730,SpU760,SpV810,SpW860,SpK900,SpL940
18714,16.37339987540325,1003.1967816029693,71.52336357972875,15.963472466752249,1003.2634180232404,73.703163953519,499.33454318915,1807.336357972875,112.0,10.225178718566895,3.0023257732391357,1.0532162708430786,0.8125736713409424,5.904892444610596,13.024471282958984,1.948782394050356,1.7046418190002441,5.877471754111438e-39,0.7144383192062378,5.877471754111438e-39,0.35291603207588196,1.928891897201538,0.922635555267334,1.580614686012268,5.030121803283691,2.6577043533325195,0.844294548034668
12118,15.422645568851282,1008.6161564200241,60.52367721557436,15.06888517107619,1008.8513643755259,57.24044937131795,407.37603977750916,2687.2562386650548,115.0,5.877471754111438e-39,1.0007752180099487,5.877471754111438e-39,0.8125736713409424,5.061336517333984,13.024471282958984,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,0.3572191596031189,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,2.1261634826660156,0.844294548034668
5308,12.77,979.32,52.56,12.31,979.79,64.65,369.0,1966.0,116.0,11.361309051513672,2.0015504360198975,1.5805414915084839,1.6251473426818848,5.904892444610596,10.85372543334961,2.698690891265869,2.1308023929595947,5.877471754111438e-39,0.7144383192062378,5.877471754111438e-39,0.7058320641517639,1.928891897201538,0.922635555267334,1.580614686012268,6.467299461364746,2.1261634826660156,0.844294548034668
20760,15.6382903408853,997.2040101615572,72.71348434616918,15.357449291809978,997.5052116602362,59.612375436394,1014.0,3114.963955039629,115.0,1.136130928993225,1.0007752180099487,0.7902707457542419,0.8125736713409424,5.061336517333984,10.85372543334961,0.4497818052768707,0.42616045475006104,5.877471754111438e-39,0.3572191596031189,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,0.7185888290405273,2.1261634826660156,0.844294548034668
11760,12.606373522219625,999.7348353037072,49.742417651853586,12.076373522219626,1000.066044129634,43.448791174073214,322.87911740732085,1604.8791174073208,116.12088259267914,12.497440338134766,2.0015504360198975,1.5805414915084839,1.6251473426818848,5.904892444610596,11.939098358154297,3.148472547531128,2.1308023929595947,5.877471754111438e-39,0.7144383192062378,5.877471754111438e-39,0.7058320641517639,1.928891897201538,0.922635555267334,2.370922088623047,7.185888290405273,2.1261634826660156,0.844294548034668
9865,10.72,998.42,54.65,10.15,998.96,45.26,1336.0,3244.0,117.0,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,0.8435560464859009,1.0853725671768188,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,0.3572191596031189,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,1.0630817413330078,0.844294548034668
6955,17.53,999.84,61.38,17.91,1000.51,54.2,1281.0,3350.0,113.0,1.136130928993225,1.0007752180099487,0.7902707457542419,0.8125736713409424,2.530668258666992,4.341490268707275,0.4497818052768707,0.42616045475006104,5.877471754111438e-39,0.3572191596031189,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,0.7185888290405273,3.7207860946655273,1.688589096069336
5829,10.61,994.05,51.33,9.97,994.25,40.97,429.0,2288.0,113.0,6.81678581237793,2.0015504360198975,0.7902707457542419,0.8125736713409424,5.061336517333984,8.68298053741455,1.3493454456329346,1.278481364250183,5.877471754111438e-39,0.7144383192062378,5.877471754111438e-39,0.35291603207588196,0.964445948600769,0.922635555267334,0.790307343006134,2.8743553161621094,2.6577043533325195,0.844294548034668
3928,13.81,982.4,73.79,13.63,982.67,61.11,2603.0,4014.0,114.0,1.136130928993225,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,5.877471754111438e-39,0.4497818052768707,0.42616045475006104,5.877471754111438e-39,0.7144383192062378,0.9708853363990784,5.877471754111438e-39,1.928891897201538,0.922635555267334,1.580614686012268,1.4371776580810547,1.0630817413330078,0.844294548034668
19938,17.85300221740627,1004.057667405802,72.41377974880558,16.910669623208364,1004.3492224686007,76.12470953652125,550.766740580209,2360.1166297098953,112.03887656996515,13.63357162475586,4.042007584456605,1.5805414915084839,1.6251473426818848,5.904892444610596,13.024471282958984,2.2663949738797697,2.1308023929595947,5.877471754111438e-39,1.0716575384140015,5.877471754111438e-39,0.7058320641517639,2.8933379650115967,0.922635555267334,2.370922088623047,6.467299461364746,2.6577043533325195,0.844294548034668
